,Código da IES,Nome da IES*,Sigla da IES*,Município do Curso**,Sigla da UF** ,Conceito Enade (Contínuo),Conceito Enade (Faixa)
7152,14724.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,Palmas,PR,1.234,2
7153,15015.0,Universidade Estadual do Norte do Paraná,UENP,Bandeirantes,PR,1.843,2
7154,15032.0,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Caçador,SC,2.242,3
7155,15059.0,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Santarém,PA,2.465,3
7156,15450.0,Faculdade Única de Ipatinga,FUNIP,Ipatinga,MG,2.165,3
7157,15452.0,CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO,UNA,Bom Despacho,MG,3.243,4
7158,15508.0,Centro de Ensino Unificado do Piauí,CEUPI,Teresina,PI,1.224,2
7162,19943.0,Faculdade Sapiens,SAPIENS,Porto Velho,RO,2.401,3
7163,25352.0,Universidade Federal de Rondonópolis,UFR,Rondonópolis,MT,1.844,2
7164,10.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Curitiba,PR,3.524,4
7165,13.0,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Caxias do Sul,RS,3.235,4
7166,13.0,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Caxias do Sul,RS,2.843,3
7167,14.0,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,São Leopoldo,RS,3.716,4
7168,14.0,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Porto Alegre,RS,4.607,5
7169,14.0,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,São Leopoldo,RS,3.068,4
7170,18.0,UNIVERSIDADE CATÓLICA DE PELOTAS,UCPEL,Pelotas,RS,2.377,3
7171,20.0,UNIVERSIDADE DE PASSO FUNDO,UPF,Passo Fundo,RS,2.671,3
7172,20.0,UNIVERSIDADE DE PASSO FUNDO,UPF,Casca,RS,2.963,4
7173,22.0,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,São Paulo,SP,2.978,4
7174,22.0,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,São Paulo,SP,3.533,4
7175,23.0,UNIVERSIDADE FEEVALE,FEEVALE,Novo Hamburgo,RS,4.302,5
7176,33.0,FACULDADE DE TECNOLOGIA DE SOROCABA,FATEC SO,Sorocaba,SP,3.917,4
7177,34.0,FACULDADE DE TECNOLOGIA DE SÃO PAULO,FATEC-SP,São Paulo,SP,3.307,4
7178,35.0,FACULDADE DE TECNOLOGIA DE AMERICANA,FATEC-AM,Americana,SP,2.298,3
7179,36.0,FACULDADE DE TECNOLOGIA RUBENS LARA,FATEC-BS,Santos,SP,3.038,4
7180,43.0,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,Joinville,SC,3.518,4
7181,47.0,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Sanclerlândia,GO,1.439,2
7182,54.0,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Limeira,SP,3.794,4
7183,83.0,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Itajaí,SC,1.398,2
7184,124.0,UNIVERSIDADE DE ARARAQUARA,UNIARA,Araraquara,SP,2.31,3
7185,135.0,Claretiano - Centro Universitário,CLARETIANOBT,Batatais,SP,2.057,3
7186,146.0,CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,São José do Rio Preto,SP,2.436,3
7187,150.0,UNIVERSIDADE DE SOROCABA,UNISO,Sorocaba,SP,2.541,3
7188,163.0,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Rio de Janeiro,RJ,2.713,3
7189,163.0,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Niterói,RJ,1.234,2
7190,163.0,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Rio de Janeiro,RJ,2.943,3
7191,163.0,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Rio de Janeiro,RJ,2.268,3
7192,163.0,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Rio de Janeiro,RJ,1.779,2
7194,165.0,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Rio de Janeiro,RJ,1.893,2
7195,167.0,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,São Bernardo do Campo,SP,2.254,3
7196,167.0,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,São Bernardo do Campo,SP,3.253,4
7197,203.0,UNIVERSIDADE SÃO JUDAS TADEU,USJT,São Paulo,SP,2.923,3
7198,203.0,UNIVERSIDADE SÃO JUDAS TADEU,USJT,São Paulo,SP,2.1,3
7199,203.0,UNIVERSIDADE SÃO JUDAS TADEU,USJT,São Paulo,SP,1.901,2
7200,203.0,UNIVERSIDADE SÃO JUDAS TADEU,USJT,São Paulo,SP,1.023,2
7201,206.0,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,UNIÍTALO,São Paulo,SP,1.912,2
7202,207.0,CENTRO UNIVERSITÁRIO MOURA LACERDA,CUML,Ribeirão Preto,SP,2.146,3
7203,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,1.752,2
7204,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,1.671,2
7205,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,1.879,2
7206,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,1.944,2
7207,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,2.003,3
7208,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,1.493,2
7209,244.0,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Osasco,SP,1.702,2
7211,278.0,FACULDADES INTEGRADAS SIMONSEN,FIS,Rio de Janeiro,RJ,1.101,2
7216,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.796,2
7217,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.1,2
7218,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.539,2
7219,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,0.92,1
7220,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.376,2
7221,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.343,2
7222,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.579,2
7223,322.0,UNIVERSIDADE PAULISTA,UNIP,Brasília,DF,1.252,2
7224,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.523,2
7225,322.0,UNIVERSIDADE PAULISTA,UNIP,Santana de Parnaíba,SP,1.531,2
7226,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.301,2
7227,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.302,2
7228,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.055,2
7229,322.0,UNIVERSIDADE PAULISTA,UNIP,Santos,SP,1.196,2
7230,322.0,UNIVERSIDADE PAULISTA,UNIP,São José dos Campos,SP,1.72,2
7231,322.0,UNIVERSIDADE PAULISTA,UNIP,Sorocaba,SP,1.391,2
7232,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.486,2
7233,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.327,2
7234,322.0,UNIVERSIDADE PAULISTA,UNIP,Goiânia,GO,1.746,2
7235,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.488,2
7236,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.773,2
7237,322.0,UNIVERSIDADE PAULISTA,UNIP,Ribeirão Preto,SP,2.408,3
7238,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.837,2
7239,322.0,UNIVERSIDADE PAULISTA,UNIP,São José do Rio Preto,SP,1.77,2
7240,322.0,UNIVERSIDADE PAULISTA,UNIP,Araraquara,SP,1.835,2
7241,322.0,UNIVERSIDADE PAULISTA,UNIP,São José do Rio Pardo,SP,2.183,3
7242,322.0,UNIVERSIDADE PAULISTA,UNIP,Araçatuba,SP,1.799,2
7243,322.0,UNIVERSIDADE PAULISTA,UNIP,Assis,SP,1.797,2
7244,322.0,UNIVERSIDADE PAULISTA,UNIP,Limeira,SP,1.868,2
7245,322.0,UNIVERSIDADE PAULISTA,UNIP,Manaus,AM,1.277,2
7246,322.0,UNIVERSIDADE PAULISTA,UNIP,Campinas,SP,1.339,2
7247,322.0,UNIVERSIDADE PAULISTA,UNIP,Jundiaí,SP,1.531,2
7248,343.0,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Belo Horizonte,MG,2.437,3
7249,343.0,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Belo Horizonte,MG,3.161,4
7250,344.0,CENTRO UNIVERSITÁRIO UNA,UNA,Belo Horizonte,MG,1.921,2
7251,344.0,CENTRO UNIVERSITÁRIO UNA,UNA,Belo Horizonte,MG,2.309,3
7253,352.0,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,João Pessoa,PB,2.661,3
7254,355.0,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Curitiba,PR,3.104,4
7255,367.0,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Montes Claros,MG,1.271,2
7256,374.0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,São Paulo,SP,1.887,2
7257,374.0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,São Paulo,SP,2.41,3
7258,375.0,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,1.382,2
7259,375.0,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,1.528,2
7265,385.0,UNIVERSIDADE SALVADOR,UNIFACS,Salvador,BA,1.99,3
7266,385.0,UNIVERSIDADE SALVADOR,UNIFACS,Salvador,BA,2.807,3
7267,386.0,CENTRO UNIVERSITÁRIO DE GOIÁS,UNIGOIÁS,Goiânia,GO,3.005,4
7268,386.0,CENTRO UNIVERSITÁRIO DE GOIÁS,UNIGOIÁS,Goiás,GO,2.045,3
7269,387.0,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Campo Grande,MS,3.83,4
7270,396.0,Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Salvador,BA,2.967,4
7271,398.0,UNIVERSIDADE TIRADENTES,UNIT,Aracaju,SE,2.631,3
7272,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Brasília,DF,3.079,4
7273,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Brasília,DF,2.028,3
7274,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Brasília,DF,2.58,3
7275,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Brasília,DF,2.821,3
7276,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Brasília,DF,2.814,3
7277,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,São Paulo,SP,1.459,2
7278,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,São Paulo,SP,1.812,2
7279,420.0,UNIVERSIDADE DE MARÍLIA,UNIMAR,Marília,SP,2.567,3
7280,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Erechim,RS,1.406,2
7281,432.0,FACULDADE PARANAENSE,FACCAR,Rolândia,PR,3.589,4
7282,435.0,FACULDADE SANTA MARCELINA MURIAÉ - FASM,FASM,Muriaé,MG,2.351,3
7283,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Toledo,PR,2.232,3
7284,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Umuarama,PR,2.2,3
7285,448.0,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Porto Alegre,RS,3.219,4
7286,448.0,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Porto Alegre,RS,2.369,3
7287,448.0,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Porto Alegre,RS,2.993,4
7288,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Canoas,RS,2.711,3
7289,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Torres,RS,2.92,3
7290,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Guaíba,RS,1.273,2
7292,456.0,CENTRO UNIVERSITÁRIO SANT¿ANNA,UNISANT'ANNA,São Paulo,SP,2.565,3
7295,466.0,UNIVERSIDADE ANHEMBI MORUMBI,UAM,São Paulo,SP,2.455,3
7296,466.0,UNIVERSIDADE ANHEMBI MORUMBI,UAM,São Paulo,SP,1.869,2
7297,472.0,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Duque de Caxias,RJ,1.916,2
7298,472.0,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Duque de Caxias,RJ,2.083,3
7300,490.0,CENTRO UNIVERSITÁRIO DE VALENÇA,UNIFAA,Valença,RJ,2.578,3
7301,494.0,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Florianópolis,SC,1.899,2
7302,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Franca,SP,2.042,3
7303,502.0,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,CSJT,Santos,SP,1.296,2
7304,518.0,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,UDF,Brasília,DF,1.941,2
7305,519.0,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,Salvador,BA,2.404,3
7306,521.0,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Mogi das Cruzes,SP,1.622,2
7310,527.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,Goiânia,GO,3.385,4
7311,555.0,UNIVERSIDADE DE FORTALEZA,UNIFOR,Fortaleza,CE,3.463,4
7312,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Macaíba,RN,2.642,3
7313,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Curitiba,PR,4.289,5
7314,572.0,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Niterói,RJ,3.223,4
7315,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Pato Branco,PR,3.268,4
7316,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Ponta Grossa,PR,3.352,4
7317,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Cornélio Procópio,PR,3.676,4
7318,599.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,Salvador,BA,4.19,5
7319,599.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,Eunápolis,BA,3.566,4
7320,599.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,Irecê,BA,1.985,3
7321,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Rio Grande,RS,3.681,4
7322,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Bento Gonçalves,RS,2.291,3
7323,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Porto Alegre,RS,3.07,4
7324,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Canoas,RS,3.62,4
7325,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Sertão,RS,2.154,3
7326,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Farroupilha,RS,3.573,4
7327,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Osório,RS,4.273,5
7328,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Feliz,RS,4.157,5
7329,601.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,Veranópolis,RS,4.121,5
7330,626.0,CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO,UNICNEC,Osório,RS,2.777,3
7331,641.0,UNIVERSIDADE LA SALLE,UNILASALLE,Canoas,RS,2.491,3
7332,645.0,Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul,Católica em Jaraguá,Jaraguá do Sul,SC,4.074,5
7333,663.0,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,São Gonçalo,RJ,1.461,2
7334,664.0,UNIVERSIDADE VILA VELHA,UVV,Vila Velha,ES,3.869,4
7335,665.0,UNIVERSIDADE DE TAUBATÉ,UNITAU,Taubaté,SP,3.264,4
7336,668.0,CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS,CIESA,Manaus,AM,2.183,3
7337,670.0,UNIVERSIDADE SÃO FRANCISCO,USF,Itatiba,SP,2.218,3
7338,671.0,UNIVERSIDADE ANHANGUERA,UNIDERP,Campo Grande,MS,1.902,2
7339,672.0,CENTRO UNIVERSITÁRIO FACENS,UniFACENS,Sorocaba,SP,3.557,4
7340,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Campo Grande,MS,3.725,4
7341,705.0,CENTRO UNIVERSITÁRIO SÃO JOSÉ,UNISJ,Rio de Janeiro,RJ,1.739,2
7344,718.0,UNIVERSIDADE POTIGUAR,UNP,Natal,RN,2.956,4
7345,793.0,Centro Universitário Estácio de São Paulo,ESTÁCIO SÃO PAULO,São Paulo,SP,2.008,3
7346,794.0,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,UNIVAG,Várzea Grande,MT,2.056,3
7347,802.0,CENTRO UNIVERSITÁRIO UNICARIOCA,UNICARIOCA,Rio de Janeiro,RJ,2.487,3
7348,802.0,CENTRO UNIVERSITÁRIO UNICARIOCA,UNICARIOCA,Rio de Janeiro,RJ,2.648,3
7350,847.0,FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS,FPPD,Teresina,PI,1.441,2
7355,862.0,FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE,FESCG,Campo Grande,MS,2.583,3
7356,877.0,FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU,FEPI,Foz do Iguaçu,PR,1.966,3
7357,898.0,Centro Universitário Unisan,UNISAN,São Paulo,SP,2.138,3
7359,967.0,FACULDADE DE TECNOLOGIA DE TAQUARITINGA,FATEC/TQ,Taquaritinga,SP,2.57,3
7361,1032.0,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Campinas,SP,1.554,2
7362,1041.0,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Lajeado,RS,2.628,3
7363,1042.0,UNIVERSIDADE POSITIVO,UP,Curitiba,PR,2.464,3
7364,1042.0,UNIVERSIDADE POSITIVO,UP,Curitiba,PR,2.245,3
7365,1042.0,UNIVERSIDADE POSITIVO,UP,Curitiba,PR,2.423,3
7366,1058.0,Centro Universitário Estácio da Bahia,Estácio Bahia,Salvador,BA,2.31,3
7367,1060.0,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,IESB,Brasília,DF,2.51,3
7368,1060.0,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,IESB,Brasília,DF,1.978,3
7372,1082.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,Natal,RN,3.465,4
7373,1082.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,Pau dos Ferros,RN,3.285,4
7374,1082.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,Nova Cruz,RN,3.436,4
7375,1107.0,Centro Universitário Estácio do Ceará,Estácio Ceará,Fortaleza,CE,2.739,3
7376,1107.0,Centro Universitário Estácio do Ceará,Estácio Ceará,Fortaleza,CE,1.815,2
7378,1149.0,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Itu,SP,1.822,2
7379,1149.0,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Salto,SP,2.622,3
7380,1153.0,UNIVERSIDADE CÂNDIDO MENDES,UCAM,Rio de Janeiro,RJ,1.553,2
7381,1153.0,UNIVERSIDADE CÂNDIDO MENDES,UCAM,Rio de Janeiro,RJ,2.376,3
7382,1166.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,Cajazeiras,PB,4.044,5
7383,1166.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,Monteiro,PB,3.564,4
7385,1185.0,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Salvador,BA,2.362,3
7386,1187.0,CENTRO UNIVERSITÁRIO MÓDULO,MÓDULO,Caraguatatuba,SP,1.883,2
7387,1196.0,UNIVERSIDADE CESUMAR,UNICESUMAR,Maringá,PR,2.606,3
7388,1196.0,UNIVERSIDADE CESUMAR,UNICESUMAR,Maringá,PR,2.238,3
7389,1205.0,CENTRO UNIVERSITÁRIO FAEL,UNIFAEL,Lapa,PR,1.559,2
7391,1237.0,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA,UNIFANAP,Aparecida de Goiânia,GO,1.69,2
7392,1255.0,Centro Universitário FBV Wyden,UniFBV Wyden,Recife,PE,3.93,4
7394,1270.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Ribeirão Preto,SP,2.019,3
7396,1294.0,Centro Universitário das Américas,CAM,São Paulo,SP,1.71,2
7398,1303.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,Iporá,GO,3.636,4
7399,1322.0,FACULDADE EDUVALE DE AVARÉ,EDUVALE,Avaré,SP,3.465,4
7402,1356.0,CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL,UNIFUNEC,Santa Fé do Sul,SP,2.721,3
7403,1363.0,FACULDADE VISCONDE DE CAIRÚ,FAVIC,Salvador,BA,1.438,2
7404,1365.0,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,São Paulo,SP,2.533,3
7405,1381.0,Faculdade Martha Falcão Wyden,FMF Wyden,Manaus,AM,2.138,3
7407,1409.0,FACULDADE DO CENTRO LESTE,UCL,Serra,ES,3.419,4
7409,1418.0,Centro Universitário Toledo Wyden,Unitoledo Wyden,Araçatuba,SP,3.119,4
7410,1419.0,CENTRO UNIVERSITÁRIO CURITIBA,UNICURITIBA,Curitiba,PR,3.079,4
7414,1427.0,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Caxias do Sul,RS,2.112,3
7415,1436.0,ESCOLA SUPERIOR BATISTA DO AMAZONAS,ESBAM,Manaus,AM,1.248,2
7417,1446.0,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Brasília,DF,1.679,2
7418,1457.0,Faculdade Estácio de Cotia,Estacio Cotia,Cotia,SP,0.348,1
7420,1472.0,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Indaial,SC,2.005,3
7422,1487.0,CENTRO UNIVERSITÁRIO UNIDOM - BOSCO,UNIDOM - BOSCO,Curitiba,PR,1.757,2
7424,1491.0,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,Curitiba,PR,0.851,1
7425,1491.0,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,Curitiba,PR,1.85,2
7426,1494.0,Centro Universitário Salesiano,UniSales,Vitória,ES,2.51,3
7427,1507.0,FACULDADE PROJEÇÃO DE CEILÂNDIA,FAPRO,Brasília,DF,2.216,3
7428,1509.0,Centro Universitário Estácio de Belo Horizonte - Estácio BH,ESTÁCIO BH,Belo Horizonte,MG,1.576,2
7430,1515.0,FACULDADE DE EDUCAÇÃO DE PORTO VELHO,UNIRON,Porto Velho,RO,1.648,2
7431,1519.0,CENTRO UNIVERSITÁRIO DE PATO BRANCO,UNIDEP,Pato Branco,PR,1.617,2
7432,1535.0,Faculdade de Pinhais,FAPI,Pinhais,PR,1.257,2
7433,1538.0,CENTRO UNIVERSITARIO PROJEÇÃO,UNIPROJEÇÃO,Brasília,DF,2.193,3
7434,1538.0,CENTRO UNIVERSITARIO PROJEÇÃO,UNIPROJEÇÃO,Brasília,DF,1.892,2
7436,1554.0,CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA,UNIVR,Registro,SP,2.093,3
7437,1561.0,FACULDADE ESAMC SOROCABA,ESAMC,Sorocaba,SP,1.701,2
7438,1575.0,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,Araxá,MG,1.16,2
7439,1578.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,Bagé,RS,2.505,3
7440,1578.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,Camaquã,RS,2.679,3
7441,1583.0,FACULDADE DE TECNOLOGIA DE INDAIATUBA,FATEC-ID,Indaiatuba,SP,2.729,3
7442,1584.0,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ,FATEC GT,Guaratinguetá,SP,2.248,3
7444,1601.0,FACULDADE CIDADE DE COROMANDEL,FCC,Coromandel,MG,1.777,2
7445,1660.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,ESTÁCIO BRASÍLIA,Brasília,DF,1.562,2
7446,1661.0,Faculdade Projeção de Sobradinho,FAPRO,Brasília,DF,2.508,3
7447,1676.0,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,Recife,PE,1.776,2
7448,1690.0,FACULDADE DE SÃO VICENTE,FSV,São Vicente,SP,1.423,2
7449,1709.0,Centro Universitário Tiradentes de Pernambuco,UNIT PE,Recife,PE,3.176,4
